imageid,text,recipientcompany,recipientaddress,invoicenos,invoicedate,duedate,Balance
583.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
584.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
585.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
586.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
587.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
588.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
589.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
590.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
591.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
592.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
593.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
594.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
595.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
596.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
597.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
598.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
599.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
600.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
601.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
602.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
603.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
604.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
605.0,"Stanford Plumbing & Heating INVOICE

123 Madison drive, Seattle, WA, 7829Q

   

 

yorw. plumbingstanford. com

990-120-4560

BILL TO Invoice No: #INVO2Z0B1
Allen Smith Involce Date: TWV/11/18
87 Private st, Seattle, WA Due Date: 12/01/18

allen@gmail.com
990-302-1898

 

 

 

 

 

 

 

 

 

 

 

 

 

DESCRIPTION QTY/ HR UNIT PRICE TOTAL
Installed new kitchen sink (hours) 3 $0.00 150.00
‘Toto sink . 1 5D0.00 a 500.00
‘Worcester greenstar magnetic system fitter : 1 190.00 oo 190.00 .
. Nest smart thermostat 1 250.00 250.00 |
‘Worcester Greenstar 301 1 ' 1500.00 : 1 500.00.
: | |
|
| | |
| |

|
a : _ |

, ! } 4 a
: a SUDTOTAL a 2590.00

DISCOUNT 50.00

SUBTOTAL LESS DISCOUNT 2540.00

Tank you for your business! —
TAX RATE 12.00%
TOTAL TAX 304_B0

Balance Due $2,844.80

Terms & Instructions
Please pay within 20 days by PayPal (vbob@stanfordalumbing.com)

 

Installed products have 5 year warranty.
",Allen Smith,87Private st. Seattle.WA,#INV02081,11/11/2018,12/1/2018,"2,884.80"
